deliverable_id,discipline,project_phase,planned_value_usd,earned_value_usd,actual_cost_usd,completion_pct,planned_duration_days,actual_duration_days
DEL-10298,Piping & Layout,Construction & Erection,4616.61,3217.31,3626.58,69.7,69,74
DEL-10299,Mechanical Equipment,Pre-Commissioning,1126.06,527.18,423.85,46.8,119,85
DEL-10300,Piping & Layout,Engineering & Design,10033.19,8122.81,8632.94,81.0,113,156
DEL-10301,Piping & Layout,Construction & Erection,3065.87,961.18,935.15,31.4,40,35
DEL-10302,Civil & Structural,Pre-Commissioning,8595.13,5781.16,7069.2,67.3,90,111
DEL-10303,Civil & Structural,Pre-Commissioning,5014.9,2257.55,2214.82,45.0,45,46
DEL-10304,Mechanical Equipment,Pre-Commissioning,1430.11,761.43,918.36,53.2,95,89
DEL-10305,Electrical,Procurement & Fabrication,5605.12,5312.18,5114.93,94.8,115,146
DEL-10306,Instrumentation & Control,Pre-Commissioning,28480.6,23242.46,27658.49,81.6,86,71
DEL-10307,Civil & Structural,Construction & Erection,7290.95,2488.07,3356.53,34.1,33,28
DEL-10308,Piping & Layout,Engineering & Design,4693.74,3781.1,3326.59,80.6,104,114
DEL-10309,Electrical,Procurement & Fabrication,11617.58,9715.94,10530.19,83.6,82,90
DEL-10310,Piping & Layout,Construction & Erection,5816.97,3753.49,5451.25,64.5,29,35
DEL-10311,Civil & Structural,Engineering & Design,5811.69,4921.0,5166.99,84.7,72,87
DEL-10312,Piping & Layout,Construction & Erection,2052.27,1275.43,1338.27,62.1,92,96
DEL-10313,Piping & Layout,Construction & Erection,5925.84,2669.99,3092.58,45.1,44,48
DEL-10314,Instrumentation & Control,Engineering & Design,11252.6,5546.58,5802.63,49.3,62,64
DEL-10315,Electrical,Construction & Erection,2517.82,1719.84,1348.21,68.3,70,94
DEL-10316,Mechanical Equipment,Construction & Erection,15361.15,12203.35,14764.14,79.4,56,48
DEL-10317,Civil & Structural,Procurement & Fabrication,4567.11,2393.49,1770.13,52.4,38,41
DEL-10318,Piping & Layout,Engineering & Design,2415.8,1232.92,1205.16,51.0,66,80
DEL-10319,Piping & Layout,Engineering & Design,10917.32,3725.02,4548.68,34.1,57,73
DEL-10320,Piping & Layout,Procurement & Fabrication,3907.15,2117.48,2088.93,54.2,48,44
DEL-10321,Civil & Structural,Pre-Commissioning,9023.72,4670.57,4371.4,51.8,74,64
DEL-10322,Electrical,Engineering & Design,3891.67,1807.32,2117.98,46.4,97,79
DEL-10323,Mechanical Equipment,Construction & Erection,4685.08,1107.74,1010.63,23.6,17,17
DEL-10324,Piping & Layout,Engineering & Design,7294.3,6497.6,5566.28,89.1,82,91
DEL-10325,Instrumentation & Control,Procurement & Fabrication,6202.56,5938.63,6420.71,95.7,25,24
DEL-10326,Electrical,Construction & Erection,995.83,413.39,418.59,41.5,27,32
DEL-10327,Mechanical Equipment,Construction & Erection,2004.21,1464.52,1249.9,73.1,64,67
DEL-10328,Mechanical Equipment,Engineering & Design,10337.44,3800.43,4315.55,36.8,96,113
DEL-10329,Civil & Structural,Procurement & Fabrication,4421.75,1727.15,1916.57,39.1,33,36
DEL-10330,Piping & Layout,Engineering & Design,3232.51,138.29,136.36,4.3,58,42
DEL-10331,Civil & Structural,Procurement & Fabrication,1657.62,719.38,716.72,43.4,47,39
DEL-10332,Electrical,Construction & Erection,2071.88,1438.6,1597.65,69.4,52,67
DEL-10333,Piping & Layout,Engineering & Design,975.12,494.86,603.02,50.7,17,15
DEL-10334,Piping & Layout,Engineering & Design,4532.26,2635.26,2628.88,58.1,113,139
DEL-10335,Piping & Layout,Procurement & Fabrication,3044.98,2533.8,2883.98,83.2,79,86
DEL-10336,Piping & Layout,Pre-Commissioning,2268.17,1305.87,1468.82,57.6,49,42
DEL-10337,Instrumentation & Control,Pre-Commissioning,4654.09,1732.35,2030.13,37.2,50,60
DEL-10338,Electrical,Engineering & Design,6575.96,5133.26,5368.86,78.1,52,50
DEL-10339,Civil & Structural,Construction & Erection,26227.36,11084.4,10010.89,42.3,53,58
DEL-10340,Piping & Layout,Procurement & Fabrication,1466.29,1380.39,1339.84,94.1,39,40
DEL-10341,Civil & Structural,Procurement & Fabrication,12425.48,6161.56,6724.89,49.6,78,40
DEL-10342,Civil & Structural,Construction & Erection,10705.16,2870.5,3768.31,26.8,118,141
DEL-10343,Piping & Layout,Pre-Commissioning,2635.23,1311.55,1268.79,49.8,27,33
DEL-10344,Civil & Structural,Pre-Commissioning,5782.48,3839.06,4456.07,66.4,82,79
DEL-10345,Civil & Structural,Construction & Erection,3408.04,3066.26,3038.03,90.0,84,100
DEL-10346,Mechanical Equipment,Procurement & Fabrication,5701.88,2658.85,2809.26,46.6,89,79
DEL-10347,Mechanical Equipment,Construction & Erection,16437.24,3848.13,4876.77,23.4,15,13
DEL-10348,Piping & Layout,Engineering & Design,7978.33,2135.49,2465.73,26.8,86,95
DEL-10349,Civil & Structural,Construction & Erection,7382.64,1515.08,1293.58,20.5,68,63
DEL-10350,Mechanical Equipment,Procurement & Fabrication,3483.36,2463.99,2350.96,70.7,112,116
DEL-10351,Civil & Structural,Construction & Erection,1499.3,716.57,880.25,47.8,118,103
DEL-10352,Instrumentation & Control,Engineering & Design,4159.81,3036.4,3222.47,73.0,23,18
DEL-10353,Mechanical Equipment,Engineering & Design,12903.92,10558.15,9161.03,81.8,50,55
DEL-10354,Piping & Layout,Pre-Commissioning,1448.47,652.95,598.86,45.1,117,129
DEL-10355,Piping & Layout,Engineering & Design,2113.14,1782.86,2042.31,84.4,51,54
DEL-10356,Mechanical Equipment,Procurement & Fabrication,5437.17,586.62,697.59,10.8,73,73
DEL-10357,Piping & Layout,Engineering & Design,2235.63,1461.93,1524.33,65.4,35,32
DEL-10358,Mechanical Equipment,Engineering & Design,2607.07,2069.88,2921.21,79.4,34,29
DEL-10359,Instrumentation & Control,Engineering & Design,3502.11,1688.56,1964.85,48.2,116,97
DEL-10360,Mechanical Equipment,Engineering & Design,1648.31,716.59,719.08,43.5,15,14
DEL-10361,Civil & Structural,Construction & Erection,2254.54,2030.22,1863.02,90.1,113,143
DEL-10362,Mechanical Equipment,Engineering & Design,8627.78,2719.28,2430.4,31.5,73,81
DEL-10363,Civil & Structural,Pre-Commissioning,1726.94,1053.76,1148.93,61.0,42,48
DEL-10364,Civil & Structural,Construction & Erection,1368.82,489.92,473.6,35.8,85,69
DEL-10365,Instrumentation & Control,Procurement & Fabrication,2969.0,1474.58,1903.77,49.7,70,77
DEL-10366,Civil & Structural,Construction & Erection,8826.95,3115.6,3925.49,35.3,23,26
DEL-10367,Instrumentation & Control,Procurement & Fabrication,4198.42,3993.5,4532.46,95.1,79,109
DEL-10368,Instrumentation & Control,Construction & Erection,3389.15,1274.68,1100.24,37.6,50,53
DEL-10369,Piping & Layout,Engineering & Design,5092.31,1794.96,1685.77,35.2,112,110
DEL-10370,Piping & Layout,Procurement & Fabrication,1216.14,875.23,1075.09,72.0,48,44
DEL-10371,Piping & Layout,Construction & Erection,7300.98,4210.77,4023.56,57.7,95,102
DEL-10372,Piping & Layout,Pre-Commissioning,6679.16,2970.2,3588.96,44.5,46,47
DEL-10373,Piping & Layout,Construction & Erection,3542.38,1503.37,1670.53,42.4,80,103
DEL-10374,Mechanical Equipment,Procurement & Fabrication,10989.98,6899.03,7228.51,62.8,114,141
DEL-10375,Piping & Layout,Construction & Erection,1994.21,791.84,740.03,39.7,39,34
DEL-10376,Piping & Layout,Procurement & Fabrication,12116.55,9040.44,9274.25,74.6,65,69
DEL-10377,Electrical,Procurement & Fabrication,5561.34,3988.26,4261.24,71.7,77,119
DEL-10378,Piping & Layout,Engineering & Design,3754.68,2553.22,3050.79,68.0,104,80
DEL-10379,Electrical,Construction & Erection,4837.25,2744.39,2489.54,56.7,59,60
DEL-10380,Piping & Layout,Engineering & Design,4510.61,2394.6,2395.98,53.1,40,48
DEL-10381,Piping & Layout,Procurement & Fabrication,13045.86,7043.75,7372.86,54.0,35,35
DEL-10382,Mechanical Equipment,Construction & Erection,2076.95,1233.0,1404.89,59.4,96,96
DEL-10383,Mechanical Equipment,Engineering & Design,2670.4,2463.13,2226.01,92.2,107,103
DEL-10384,Instrumentation & Control,Engineering & Design,11260.34,3268.56,2753.81,29.0,65,55
DEL-10385,Electrical,Engineering & Design,3052.06,1350.08,1540.57,44.2,38,39
DEL-10386,Electrical,Pre-Commissioning,10101.37,4237.49,3442.14,41.9,106,134
DEL-10387,Piping & Layout,Procurement & Fabrication,19140.25,12631.01,15570.84,66.0,26,21
DEL-10388,Piping & Layout,Procurement & Fabrication,3563.73,3214.75,3268.15,90.2,25,28
DEL-10389,Electrical,Construction & Erection,8476.81,4317.83,3488.25,50.9,41,52
DEL-10390,Electrical,Construction & Erection,1952.85,1076.83,1042.3,55.1,37,39
DEL-10391,Instrumentation & Control,Procurement & Fabrication,8989.27,7376.79,8091.37,82.1,47,46
DEL-10392,Civil & Structural,Construction & Erection,5764.88,5177.29,4970.69,89.8,94,112
DEL-10393,Civil & Structural,Construction & Erection,7175.52,5865.52,6117.76,81.7,106,93
DEL-10394,Electrical,Construction & Erection,2932.3,1187.17,1366.44,40.5,106,121
DEL-10395,Piping & Layout,Engineering & Design,1301.32,402.09,405.98,30.9,52,53
DEL-10396,Instrumentation & Control,Construction & Erection,7351.07,3377.95,3038.27,46.0,69,74
DEL-10397,Instrumentation & Control,Procurement & Fabrication,943.2,706.83,703.41,74.9,84,117
DEL-10398,Civil & Structural,Engineering & Design,3812.8,2482.71,3108.91,65.1,56,72
DEL-10399,Electrical,Procurement & Fabrication,10435.26,6966.01,9005.38,66.8,43,58
DEL-10400,Electrical,Engineering & Design,5730.27,2410.2,1776.35,42.1,48,43
DEL-10401,Piping & Layout,Engineering & Design,23357.52,21774.28,26208.71,93.2,71,61
DEL-10402,Instrumentation & Control,Construction & Erection,11159.96,10049.54,10828.6,90.1,17,20
DEL-10403,Civil & Structural,Engineering & Design,2912.83,1592.52,1876.94,54.7,20,22
DEL-10404,Electrical,Procurement & Fabrication,5023.34,1423.94,1363.32,28.3,62,41
DEL-10405,Piping & Layout,Procurement & Fabrication,4732.0,4690.27,3633.84,99.1,116,131
DEL-10406,Instrumentation & Control,Engineering & Design,1386.11,1372.67,1547.93,99.0,78,115
DEL-10407,Civil & Structural,Pre-Commissioning,2316.19,2112.96,1899.25,91.2,27,39
DEL-10408,Piping & Layout,Engineering & Design,3138.16,1406.16,1169.58,44.8,50,46
DEL-10409,Instrumentation & Control,Procurement & Fabrication,963.93,513.82,432.76,53.3,93,112
DEL-10410,Piping & Layout,Procurement & Fabrication,5105.1,1468.74,1659.88,28.8,84,74
DEL-10411,Piping & Layout,Engineering & Design,4026.86,3334.9,3538.06,82.8,47,49
DEL-10412,Instrumentation & Control,Engineering & Design,1289.08,909.22,1052.3,70.5,119,107
DEL-10413,Instrumentation & Control,Construction & Erection,6791.11,3480.31,3968.81,51.2,90,74
DEL-10414,Mechanical Equipment,Pre-Commissioning,8714.1,2086.97,2038.68,23.9,71,88
DEL-10415,Mechanical Equipment,Engineering & Design,5893.63,3997.05,4114.68,67.8,69,77
DEL-10416,Civil & Structural,Construction & Erection,3792.37,3199.83,3082.34,84.4,27,31
DEL-10417,Piping & Layout,Construction & Erection,7888.44,6847.37,6905.24,86.8,111,132
DEL-10418,Piping & Layout,Construction & Erection,8469.07,4248.39,3801.93,50.2,65,71
DEL-10419,Mechanical Equipment,Procurement & Fabrication,6285.01,4976.48,5467.02,79.2,106,90
DEL-10420,Electrical,Procurement & Fabrication,2540.99,863.5,1037.3,34.0,67,74
DEL-10421,Electrical,Procurement & Fabrication,6132.03,2797.39,2566.63,45.6,50,51
DEL-10422,Electrical,Construction & Erection,12789.56,9539.42,11754.38,74.6,19,19
DEL-10423,Piping & Layout,Construction & Erection,3049.39,2457.03,2597.15,80.6,39,34
DEL-10424,Civil & Structural,Engineering & Design,26327.03,10939.3,11772.45,41.6,95,72
DEL-10425,Piping & Layout,Procurement & Fabrication,3227.6,831.39,652.71,25.8,51,48
DEL-10426,Civil & Structural,Pre-Commissioning,5043.85,3758.98,2890.32,74.5,33,39
DEL-10427,Civil & Structural,Construction & Erection,2869.84,2191.0,2326.0,76.3,49,51
DEL-10428,Instrumentation & Control,Pre-Commissioning,5875.91,4388.96,5084.44,74.7,48,68
DEL-10429,Civil & Structural,Construction & Erection,1219.53,174.44,163.85,14.3,68,71
DEL-10430,Piping & Layout,Procurement & Fabrication,3175.33,3081.3,3976.46,97.0,60,66
DEL-10431,Piping & Layout,Construction & Erection,2051.45,1422.1,1635.76,69.3,20,21
DEL-10432,Electrical,Construction & Erection,5476.77,3794.93,3429.66,69.3,97,82
DEL-10433,Mechanical Equipment,Engineering & Design,10889.54,9147.72,9555.96,84.0,15,16
DEL-10434,Piping & Layout,Procurement & Fabrication,8240.41,6942.38,9799.44,84.2,85,72
DEL-10435,Piping & Layout,Construction & Erection,737.06,643.33,549.15,87.3,48,50
DEL-10436,Electrical,Engineering & Design,25176.23,9139.29,10229.07,36.3,70,50
DEL-10437,Piping & Layout,Construction & Erection,6224.35,5725.68,5677.52,92.0,97,101
DEL-10438,Electrical,Construction & Erection,2640.7,1845.18,2114.64,69.9,111,121
DEL-10439,Electrical,Pre-Commissioning,5573.08,2618.6,3221.11,47.0,40,44
DEL-10440,Piping & Layout,Engineering & Design,5658.71,2772.64,2722.91,49.0,119,92
DEL-10441,Piping & Layout,Engineering & Design,2882.81,2284.37,2759.14,79.2,56,65
DEL-10442,Instrumentation & Control,Construction & Erection,5757.93,3054.45,4194.31,53.0,105,125
DEL-10443,Civil & Structural,Engineering & Design,3023.05,2190.86,2300.28,72.5,52,45
DEL-10444,Civil & Structural,Construction & Erection,3556.42,2374.08,2748.55,66.8,40,50
DEL-10445,Electrical,Construction & Erection,2838.35,1239.26,1179.08,43.7,113,124
DEL-10446,Instrumentation & Control,Engineering & Design,1562.22,1350.95,1408.89,86.5,73,77
DEL-10447,Instrumentation & Control,Procurement & Fabrication,5522.96,5241.43,5312.18,94.9,98,115
DEL-10448,Electrical,Procurement & Fabrication,7849.77,4221.1,4894.54,53.8,38,53
DEL-10449,Civil & Structural,Procurement & Fabrication,7419.8,5565.02,6793.22,75.0,35,36
DEL-10450,Piping & Layout,Pre-Commissioning,9470.53,6754.26,6913.34,71.3,74,71
DEL-10451,Electrical,Construction & Erection,6370.75,4658.5,5916.5,73.1,104,154
DEL-10452,Mechanical Equipment,Construction & Erection,3209.34,3191.36,4051.45,99.4,34,35
DEL-10453,Civil & Structural,Construction & Erection,9621.27,7225.88,8432.81,75.1,20,23
DEL-10454,Instrumentation & Control,Procurement & Fabrication,1659.03,244.24,235.11,14.7,81,83
DEL-10455,Piping & Layout,Pre-Commissioning,2390.99,2103.59,1994.68,88.0,24,18
DEL-10456,Civil & Structural,Construction & Erection,2272.51,727.08,667.56,32.0,26,26
DEL-10457,Piping & Layout,Construction & Erection,11661.46,7130.51,8430.93,61.1,111,142
DEL-10458,Civil & Structural,Construction & Erection,10448.68,5225.03,4484.3,50.0,36,32
DEL-10459,Piping & Layout,Engineering & Design,7257.89,2957.75,3376.35,40.8,76,101
DEL-10460,Piping & Layout,Construction & Erection,11585.9,5158.44,4528.25,44.5,75,91
DEL-10461,Piping & Layout,Engineering & Design,2432.25,1530.53,1780.81,62.9,94,81
DEL-10462,Mechanical Equipment,Procurement & Fabrication,6495.57,6005.54,6261.28,92.5,31,25
DEL-10463,Electrical,Procurement & Fabrication,4446.45,3594.86,4457.79,80.8,24,20
DEL-10464,Mechanical Equipment,Pre-Commissioning,9676.99,2345.03,2840.35,24.2,26,25
DEL-10465,Instrumentation & Control,Construction & Erection,4481.98,2355.56,2956.84,52.6,97,82
DEL-10466,Civil & Structural,Construction & Erection,3612.1,2159.8,2719.45,59.8,54,70
DEL-10467,Piping & Layout,Construction & Erection,7575.9,1619.64,1719.32,21.4,37,30
DEL-10468,Instrumentation & Control,Construction & Erection,9906.39,3873.7,3355.32,39.1,54,48
DEL-10469,Piping & Layout,Pre-Commissioning,2879.36,2780.46,2452.7,96.6,88,120
DEL-10470,Instrumentation & Control,Procurement & Fabrication,4680.4,4428.77,3219.59,94.6,88,89
DEL-10471,Piping & Layout,Procurement & Fabrication,2107.48,1071.48,940.17,50.8,64,73
DEL-10472,Instrumentation & Control,Engineering & Design,666.17,357.84,375.85,53.7,24,28
DEL-10473,Piping & Layout,Construction & Erection,5769.66,3577.18,3419.97,62.0,117,90
DEL-10474,Instrumentation & Control,Construction & Erection,7999.42,4311.08,4367.04,53.9,108,132
DEL-10475,Civil & Structural,Procurement & Fabrication,6061.14,3010.88,3353.84,49.7,18,21
DEL-10476,Instrumentation & Control,Engineering & Design,1033.13,592.84,589.52,57.4,15,18
DEL-10477,Piping & Layout,Construction & Erection,3711.98,1784.45,1555.55,48.1,57,53
DEL-10478,Mechanical Equipment,Engineering & Design,833.24,311.96,321.95,37.4,97,108
DEL-10479,Instrumentation & Control,Construction & Erection,14702.32,10646.45,9637.45,72.4,19,19
DEL-10480,Civil & Structural,Pre-Commissioning,2061.43,613.76,613.38,29.8,108,116
DEL-10481,Mechanical Equipment,Procurement & Fabrication,13417.6,2043.69,2537.07,15.2,104,94
DEL-10482,Mechanical Equipment,Engineering & Design,10474.47,8277.66,8272.89,79.0,118,121
DEL-10483,Civil & Structural,Construction & Erection,2391.15,1623.29,2119.43,67.9,48,60
DEL-10484,Mechanical Equipment,Construction & Erection,1985.79,400.88,503.0,20.2,80,54
DEL-10485,Mechanical Equipment,Procurement & Fabrication,6504.8,4899.69,4669.91,75.3,38,37
DEL-10486,Instrumentation & Control,Pre-Commissioning,2501.24,2112.65,1845.05,84.5,28,33
DEL-10487,Piping & Layout,Engineering & Design,5334.7,429.5,443.3,8.1,55,46
DEL-10488,Piping & Layout,Procurement & Fabrication,3340.04,1809.14,2194.48,54.2,56,64
DEL-10489,Instrumentation & Control,Construction & Erection,1182.13,387.88,374.88,32.8,27,31
DEL-10490,Instrumentation & Control,Construction & Erection,825.2,516.38,607.38,62.6,43,44
DEL-10491,Civil & Structural,Engineering & Design,5891.98,4558.08,5566.62,77.4,79,88
DEL-10492,Mechanical Equipment,Construction & Erection,3136.16,1903.81,1758.92,60.7,60,83
DEL-10493,Piping & Layout,Construction & Erection,3157.48,1045.53,981.32,33.1,48,44
DEL-10494,Piping & Layout,Procurement & Fabrication,8575.73,7150.78,8201.22,83.4,77,60
DEL-10495,Civil & Structural,Engineering & Design,12566.05,8502.94,9036.73,67.7,18,18
DEL-10496,Civil & Structural,Construction & Erection,3951.95,1586.09,1486.31,40.1,42,36
DEL-10497,Mechanical Equipment,Engineering & Design,3742.54,2885.45,2848.44,77.1,97,110
DEL-10498,Piping & Layout,Procurement & Fabrication,7332.81,6120.66,6300.75,83.5,15,15
DEL-10499,Instrumentation & Control,Engineering & Design,1659.8,266.3,214.44,16.0,50,59
DEL-10500,Instrumentation & Control,Construction & Erection,5875.36,5069.29,5854.25,86.3,27,30
DEL-10501,Mechanical Equipment,Construction & Erection,7642.72,4687.22,4538.15,61.3,19,18
DEL-10502,Civil & Structural,Construction & Erection,8469.14,143.49,100.44,1.7,111,97
DEL-10503,Piping & Layout,Engineering & Design,1043.77,398.66,413.18,38.2,28,22
DEL-10504,Electrical,Construction & Erection,2672.89,1948.2,1809.42,72.9,94,119
DEL-10505,Mechanical Equipment,Construction & Erection,2434.24,1888.39,2442.3,77.6,46,54
DEL-10506,Piping & Layout,Construction & Erection,5323.62,4582.27,4363.16,86.1,64,63
DEL-10507,Instrumentation & Control,Pre-Commissioning,7219.89,3209.29,2809.26,44.5,41,48
DEL-10508,Electrical,Engineering & Design,16274.72,15206.36,16973.18,93.4,49,41
DEL-10509,Instrumentation & Control,Construction & Erection,3307.76,3065.9,2884.81,92.7,17,15
DEL-10510,Electrical,Engineering & Design,3300.87,2556.41,2359.78,77.4,18,16
DEL-10511,Mechanical Equipment,Procurement & Fabrication,12329.35,10553.2,11781.85,85.6,21,23
DEL-10512,Civil & Structural,Engineering & Design,6230.81,1250.82,1105.64,20.1,91,85
DEL-10513,Instrumentation & Control,Procurement & Fabrication,13549.72,11213.69,9211.02,82.8,119,92
DEL-10514,Instrumentation & Control,Procurement & Fabrication,6191.81,3659.36,4753.14,59.1,17,18
DEL-10515,Piping & Layout,Construction & Erection,1947.51,1120.5,1262.72,57.5,95,112
DEL-10516,Piping & Layout,Procurement & Fabrication,1691.71,1056.42,1056.81,62.4,73,75
DEL-10517,Civil & Structural,Construction & Erection,1420.54,251.21,261.13,17.7,88,113
DEL-10518,Electrical,Procurement & Fabrication,8346.87,3082.55,3439.76,36.9,15,18
DEL-10519,Instrumentation & Control,Engineering & Design,12719.32,11726.7,13907.87,92.2,42,54
DEL-10520,Piping & Layout,Construction & Erection,21579.3,3448.29,3195.19,16.0,73,89
DEL-10521,Mechanical Equipment,Engineering & Design,9647.79,8016.77,8777.73,83.1,67,74
